species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Metavermilia taenia,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Neodexiospira brasiliensis,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,1,12,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=591209 
Neodexiospira pseudocorrugata,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Neomicrorbis azoricus,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Neovermilia falcigera,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Nidificaria chilensis,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Nidificaria clavus,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Paradexiospira vitrea,Annelida,Polychaeta,Sabellida,Serpulidae,BOLD,4,52,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=190371 
Paralaeospira malardi,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Pileolaria berkeleyana,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Pileolaria heteropoma,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Pileolaria militaris,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Placostegus crystallinus,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Placostegus langerhansi,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Placostegus tridentatus,Annelida,Polychaeta,Sabellida,Serpulidae,BOLD:WORMS,0,8,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=494699 
Pomatoceros lamarcki,Annelida,Polychaeta,Sabellida,Serpulidae,BOLD,0,3,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=447825 
Protis arctica,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Protula alberti,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Protula intestinum,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Protula tubularia,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Pseudovermilia occidentalis,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Rhodopsis pusilla,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Salmacina dysteri,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Salmacina incrustans,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Salmacina setosa,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Semivermilia agglutinata,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Semivermilia crenata,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Semivermilia cribrata,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Semivermilia pomatostegoides,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Semivermilia torulosa,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Serpula cavernicola,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Serpula concharum,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Serpula israelitica,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Serpula lobiancoi,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Simplaria pseudomilitaris,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Spiraserpula massiliensis,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Spirobranchus lima,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Spirobranchus polytrema,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Spirobranchus tetraceros,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Spirobranchus triqueter,Annelida,Polychaeta,Sabellida,Serpulidae,BOLD:WORMS,45,81,3,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=401429 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=591219 
Spirodiscus grimaldii,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Spirorbis morchi,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Spirorbis nudus,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Spirorbis ponticus,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Spirorbis serratus,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Vermiliopsis infundibulum,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Vermiliopsis labiata,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Vermiliopsis monodiscus,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Vermiliopsis striaticeps,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Vinearia endoumensis,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Vinearia koehleri,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,WORMS,gap,
Vitreotubus digeronimoi,Annelida,Polychaeta,Sabellida,Serpulidae,WORMS,,,,,gap,
Aponuphis bilineata,Annelida,Polychaeta,Eunicida,Onuphidae,BOLD,0,7,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=706583 
Aponuphis brementi,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,WORMS,gap,
Aponuphis ornata,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,WORMS,gap,
Aponuphis rigida,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,WORMS,gap,
Diopatra madeirensis,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,,gap,
Diopatra neapolitana,Annelida,Polychaeta,Eunicida,Onuphidae,BOLD:WORMS,104,105,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=201626 
Hyalinoecia robusta,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,6,7,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1062078 
Hyalinoecia tubicola,Annelida,Polychaeta,Eunicida,Onuphidae,BOLD:WORMS,106,118,3,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=378439 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=668555 
Longibrachium atlanticum,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,WORMS,gap,
Nothria britannica,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,,gap,
Nothria conchylega,Annelida,Polychaeta,Eunicida,Onuphidae,BOLD:WORMS,40,59,3,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=205805 
Onuphis eremita,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,1,3,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=854040 
Onuphis opalina,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,0,3,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1140105 
Onuphis rullieriana,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,WORMS,gap,
Paradiopatra calliopae,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,0,10,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1150652 
Paradiopatra fiordica,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,0,5,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1150651 
Paradiopatra fjordica,Annelida,Polychaeta,Eunicida,Onuphidae,BOLD,0,1,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1127934 
Paradiopatra hartmanae,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,WORMS,gap,
Paradiopatra hispanica,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,0,3,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=378425 
Paradiopatra lepta,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,WORMS,gap,
Paradiopatra quadricuspis,Annelida,Polychaeta,Eunicida,Onuphidae,BOLD:WORMS,3,5,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=300519 
Rhamphobrachium agassizii,Annelida,Polychaeta,Eunicida,Onuphidae,WORMS,,,,,gap,
Rhamphobrachium brevibrachiatum,Annelida,Polychaeta,Eunicida,Onuphidae,BOLD,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1068625 
Aponurus laguncula,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,WORMS,gap,
Aponurus tschugunovi,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,,gap,
Hysterolecitha nahaensis,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,,gap,
Lecithaster atherinae,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,,gap,
Lecithaster confusus,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,WORMS,gap,
Lecithaster gibbosus,Platyhelminthes,Trematoda,,Lecithasteridae,FE:WORMS,,,,WORMS,gap,
Lecithaster stellatus,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,,gap,
Lecithophyllum botryophoron,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,WORMS,gap,
Lecithophyllum euzeti,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,,gap,
Lecithophyllum magnaprostatica,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,,gap,
Thulinia microrchis,Platyhelminthes,Trematoda,,Lecithasteridae,WORMS,,,,WORMS,gap,
Apopharynx bolodes,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,FE,gap,
Astacotrema cirrigerum,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,FE,gap,
Psilochasmus longicirratus,Platyhelminthes,Trematoda,,Psilostomidae,FE:WORMS,,,,,gap,
Psilochasmus oxyurus,Platyhelminthes,Trematoda,,Psilostomidae,FE:WORMS,3,7,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=499998 
Psilochasmus skrjabini,Platyhelminthes,Trematoda,,Psilostomidae,FE:WORMS,,,,,gap,
Psilorchis pianae,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,FE,gap,
Psilostomum arvicolae,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilostomum brevicolle,Platyhelminthes,Trematoda,,Psilostomidae,FE:WORMS,0,1,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1151770 
Psilostomum cygnei,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilostomum fulicae,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilostomum progeneticum,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilotornus confertus,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilotrema breve,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilotrema castoris,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilotrema marki,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilotrema medioporum,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilotrema oligoon,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,FE,gap,
Psilotrema pharyngeatum,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Psilotrema simillimum,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,FE,gap,
Psilotrema spiculigerum,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,FE,gap,
Psilotrema tuberculatum,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,FE,gap,
Psilotrema zibethicum,Platyhelminthes,Trematoda,,Psilostomidae,FE,,,,,gap,
Sphaeridiotrema globulus,Platyhelminthes,Trematoda,,Psilostomidae,FE,9,11,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=202872 
Aporcelaimellus adriaani,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus alius,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus amplexor,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus amylovorus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus duhouxi,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus hylophilus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus krygeri,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus littoralis,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus medius,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus obscuroides,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus obscurus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus obtusicaudatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,0,36,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=752534 
Aporcelaimellus papillatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus paraobtusicaudatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus propinquus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus pycnus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus raniensis,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus samarcandicus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus saprophilus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus silvanus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimellus simus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus stilus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimellus tritici,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimus americanus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimus bestiarius,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimus caesar,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimus cobbi,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimus digiticaudatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimus eurydorys,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimus macrohystera,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimus pachydermus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimus paraspiralis,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimus regius,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Aporcelaimus subdigiticaudatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporcelaimus superbus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Epacrolaimus declinatoaculeatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,0,9,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1163661 
Makatinus aquaticus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Metaporcelaimus capitatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Metaporcelaimus labiatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,0,4,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=752539 
Metaporcelaimus romanicus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Metaporcelaimus simplex,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Metaporcelaimus sublabiatus,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Paraxonchium carmenae,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Paraxonchium laetificans,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Paraxonchium leptocephalum,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Paraxonchium loofi,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Sectonema barbatoides,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Sectonema demani,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Sectonema heynsi,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Sectonema macrospiculum,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,FE,gap,
Sectonema pseudoventrale,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Sectonema transsilvanicum,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Sectonema ventrale,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Torumanawa litoralis,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Tubixaba saccata,Nematoda,Adenophorea,Dorylaimida,Aporcelaimidae,FE,,,,,gap,
Aporhynchus norvegicus,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,WORMS,,,,WORMS,gap,
Aporocotyle simplex,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,WORMS,,,,,gap,
Aporocotyle spinosicanalis,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,WORMS,,,,,gap,
Cardicola forsteri,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,BOLD,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=906222 
Cardicola opisthorchis,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=906221 
Chimaerohemecus trondheimensis,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,BOLD:WORMS,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=31627 
Hyperandrotrema cetorhini,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,WORMS,,,,,gap,
Apororhynchus paulonucleatus,Acanthocephala,Archiacanthocephala,Apororhynchida,Apororhynchidae,FE,,,,,gap,
Apororhynchus silesiacus,Acanthocephala,Archiacanthocephala,Apororhynchida,Apororhynchidae,FE,,,,,gap,
Aporrhais pespelecani,Mollusca,Gastropoda,Littorinimorpha,Aporrhaidae,BOLD:WORMS,13,21,2,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=82538 
Aporrhais serresiana,Mollusca,Gastropoda,Littorinimorpha,Aporrhaidae,WORMS,,,,WORMS,gap,
Appendicularia sicula,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,WORMS,gap,
Appendicularia tregouboffi,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria aberrans,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,WORMS,gap,
Fritillaria abjornseni,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,WORMS,gap,
Fritillaria aequatorialis,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria borealis,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria charybdae,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria drygalskii,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria fagei,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria formica,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria fraudax,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,WORMS,gap,
Fritillaria gracilis,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria haplostoma,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,WORMS,gap,
Fritillaria helenae,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria megachile,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria messanensis,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria pellucida,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,WORMS,gap,
Fritillaria tenella,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,0,1,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1105038 
Fritillaria urticans,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,,gap,
Fritillaria venusta,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,WORMS,gap,
Tectillaria fertilis,Chordata,Appendicularia,Copelata,Fritillariidae,WORMS,,,,WORMS,gap,
Apristurus aphyodes,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,BOLD:WORMS,14,14,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=551550 
Apristurus laurussonii,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,WORMS,16,24,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179823 
Apristurus manis,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,WORMS,20,24,3,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=70919 
Apristurus melanoasper,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,BOLD,28,35,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=179927 
Apristurus microps,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,WORMS,0,10,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=396947 
Apristurus nasutus,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,WORMS,17,17,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=853132 
Apristurus profundorum,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,BOLD,23,31,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=92277 
Aprocta cylindrica,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Aprocta intraorbitalis,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Aprocta matronensis,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Aprocta narium,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Aprocta orbitalis,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Aprocta sudarikowi,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Aprocta turgida,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Lissonema noctuae,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,FE,gap,
Pseudaprocta decorata,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Pseudaprocta gubernacularia,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,,gap,
Squamofilaria coraciae,Nematoda,Secernentea,Spirurida,Aproctidae,FE,,,,FE,gap,
Aprutides guidetti,Nematoda,Secernentea,Aphelenchida,Seinuridae,FE,,,,,gap,
Aprutides martucci,Nematoda,Secernentea,Aphelenchida,Seinuridae,FE,,,,,gap,
Seinura celeris,Nematoda,Secernentea,Aphelenchida,Seinuridae,FE,,,,,gap,
Seinura citri,Nematoda,Secernentea,Aphelenchida,Seinuridae,FE,,,,FE,gap,
Seinura demani,Nematoda,Secernentea,Aphelenchida,Seinuridae,FE,,,,FE,gap,
