species,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Hexaxonopsis armata,Trombidiformes,Aturidae,ES,,,,ES,gap,
Albaxona elegans,Trombidiformes,Aturidae,FE,,,,,gap,
Albaxona lundbladi,Trombidiformes,Aturidae,FE,,,,FE,gap,
Albaxona minuta,Trombidiformes,Aturidae,FE,,,,,gap,
Albia davidsi,Trombidiformes,Aturidae,FE,,,,,gap,
Albia stationis,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus asserculatus,Trombidiformes,Aturidae,FE,,,,ES,gap,
Aturus atlantis,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus barbatulus,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus brachypus,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus brteki,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus comatus,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus crinitus,Trombidiformes,Aturidae,BOLD:FE,2,4,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1080819
Aturus ezoensis,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus fontinalis,Trombidiformes,Aturidae,BOLD:FE,4,4,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=765006
Aturus gallicus,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus intermedius,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus karamani,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus lelgioensis,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus natangensis,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus oudemansi,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus paucisetus,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus polyporus ,Trombidiformes,Aturidae,ES,,,,ES,gap,
Aturus prenanti,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus processiger,Trombidiformes,Aturidae,ES,,,,ES,gap,
Aturus protzi,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus pulchellus,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus rotundus ,Trombidiformes,Aturidae,ES,,,,ES,gap,
Aturus scaber,Trombidiformes,Aturidae,BOLD:FE,4,33,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=752107
Aturus scapulatus ,Trombidiformes,Aturidae,ES,,,,ES,gap,
Aturus spatulifer,Trombidiformes,Aturidae,FE,,,,,gap,
Aturus villosus,Trombidiformes,Aturidae,FE,,,,,gap,
Axonopsalbia mediterranea,Trombidiformes,Aturidae,FE,,,,,gap,
Axonopsis complanata,Trombidiformes,Aturidae,FE,,,,FE,gap,
Barbaxonella angulata,Trombidiformes,Aturidae,FE,,,,FE,gap,
Barbaxonella iberica,Trombidiformes,Aturidae,FE,,,,,gap,
Barbaxonella ovalis,Trombidiformes,Aturidae,FE,,,,,gap,
Barbaxonella pilosa,Trombidiformes,Aturidae,FE,,,,,gap,
Barbaxonella reverendissima,Trombidiformes,Aturidae,FE,,,,,gap,
Barbaxonella spectabilis,Trombidiformes,Aturidae,FE,,,,,gap,
Brachypoda baderi,Trombidiformes,Aturidae,FE,,,,,gap,
Brachypoda celeripes,Trombidiformes,Aturidae,FE,,,,,gap,
Brachypoda modesta,Trombidiformes,Aturidae,FE,,,,,gap,
Brachypoda montiae,Trombidiformes,Aturidae,FE,,,,,gap,
Brachypoda versicolor,Trombidiformes,Aturidae,BOLD:FE,7,11,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=674810
Brachypodopsis cogitata,Trombidiformes,Aturidae,ES:FE,,,,ES,gap,
Brachypodopsis gracilis,Trombidiformes,Aturidae,ES:FE,,,,ES,gap,
Brachypodopsis guadarramensis,Trombidiformes,Aturidae,ES:FE,,,,ES,gap,
Brachypodopsis orghidani,Trombidiformes,Aturidae,ES:FE,,,,ES,gap,
Erebaxonopsis brevipes,Trombidiformes,Aturidae,FE,,,,,gap,
Hexaxonopsalbia lautieni,Trombidiformes,Aturidae,FE,,,,,gap,
Hexaxonopsis armata,Trombidiformes,Aturidae,FE,,,,ES,gap,
Hexaxonopsis romijni,Trombidiformes,Aturidae,FE,,,,ES,gap,
Hexaxonopsis romijni ,Trombidiformes,Aturidae,ES,,,,ES,gap,
Hexaxonopsis serrata,Trombidiformes,Aturidae,BOLD:FE,3,3,1,ES,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1131666
Javalbia bella,Trombidiformes,Aturidae,FE,,,,,gap,
Javalbia eremita,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia albanorum,Trombidiformes,Aturidae,ES,,,,ES,gap,
Kongsbergia angusta,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia arenaria,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia bombifrons,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia callosa,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia clypeata,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia d-motasi,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia dentata,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia elliptica,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia fusiformis,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia hansvietsi,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia jaentschi,Trombidiformes,Aturidae,ES,,,,ES,gap,
Kongsbergia largaiollii,Trombidiformes,Aturidae,FE,,,,FE,gap,
Kongsbergia lundbladi,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia marginiporosa,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia materna,Trombidiformes,Aturidae,BOLD:FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=675680
Kongsbergia pectinata,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia pectinigera,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia ruttneri,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia simillima,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia simplicipes,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia vietsi,Trombidiformes,Aturidae,FE,,,,,gap,
Kongsbergia walteri,Trombidiformes,Aturidae,FE,,,,,gap,
Ljania bipapillata,Trombidiformes,Aturidae,BOLD:FE,3,9,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=853501
Ljania longissima,Trombidiformes,Aturidae,ES,,,,ES,gap,
Ljania macilenta,Trombidiformes,Aturidae,FE,,,,,gap,
Neobrachypoda ekmani,Trombidiformes,Aturidae,FE,,,,FE,gap,
Parabrachypoda modesta,Trombidiformes,Aturidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1060071
Parabrachypoda montii,Trombidiformes,Aturidae,BOLD,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1131667
Paraxonopsis danielei ,Trombidiformes,Aturidae,ES,,,,ES,gap,
Paraxonopsis inferorum ,Trombidiformes,Aturidae,ES,,,,ES,gap,
Paraxonopsis vietsi,Trombidiformes,Aturidae,ES:FE,,,,ES,gap,
Prymnopsella bucculata,Trombidiformes,Aturidae,FE,,,,,gap,
Vicinaxonopsis bureschi,Trombidiformes,Aturidae,ES:FE,,,,ES,gap,
Vicinaxonopsis schwoerbeli ,Trombidiformes,Aturidae,ES:FE,,,,ES,gap,
Woolastookia basilicalabrica,Trombidiformes,Aturidae,ES,,,,ES,gap,
Woolastookia minuta,Trombidiformes,Aturidae,ES,,,,ES,gap,
Woolastookia rotundifrons,Trombidiformes,Aturidae,BOLD:FE,4,7,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1080827
Aagaardia protensa,Diptera,Chironomidae,BOLD:FE:SyDip,2,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731420
Aagaardia sivertseni,Diptera,Chironomidae,BOLD:FE:SyDip,0,2,0,SyDip,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751157
Abiskomyia paravirgo,Diptera,Chironomidae,BOLD:FE:SyDip,3,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751155
Abiskomyia virgo,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Ablabesmyia (Ablabesmyia) aspera,Diptera,Chironomidae,BOLD:FE:SyDip,156,159,4,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=272766
Ablabesmyia (Ablabesmyia) mallochi,Diptera,Chironomidae,FE:SyDip,5,6,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=936604
Ablabesmyia (Ablabesmyia) monilis,Diptera,Chironomidae,BOLD:FE:SyDip,1046,1057,11,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56467https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=272780
Ablabesmyia (Ablabesmyia) phatta,Diptera,Chironomidae,BOLD:FE:SyDip,27,31,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728747
Ablabesmyia longistyla,Diptera,Chironomidae,BOLD:FE:SyDip,74,77,6,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=348434
Acamptocladius reissi,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1068067
Acamptocladius submontanus,Diptera,Chironomidae,BOLD:FE:SyDip,3,3,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371362
Acricotopus lucens,Diptera,Chironomidae,BOLD:FE:SyDip,21,24,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=639944
Allocladius bothnicus,Diptera,Chironomidae,BOLD:FE,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=727953
Allocladius nanseni,Diptera,Chironomidae,BOLD:SyDip,1074,1078,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371353
Anatopynia plumipes,Diptera,Chironomidae,BOLD:FE:SyDip,6,12,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=296248
Apsectrotanypus trifascipennis,Diptera,Chironomidae,BOLD:FE:SyDip,21,24,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=648775
Arctodiamesa appendiculata,Diptera,Chironomidae,FE:SyDip,1,1,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=998069
Arctopelopia barbitarsis,Diptera,Chironomidae,BOLD:FE:SyDip,17,17,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=354578
Arctopelopia griseipennis,Diptera,Chironomidae,BOLD:FE:SyDip,5,9,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=296270
Arctopelopia melanosoma,Diptera,Chironomidae,BOLD:FE:SyDip,168,176,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=263436
Arctosmittia biserovi,Diptera,Chironomidae,FE,,,,,gap,
Axarus fungorum,Diptera,Chironomidae,FE:SyDip,3,4,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=761230
Baeotendipes noctivagus,Diptera,Chironomidae,BOLD:FE:SyDip,5,6,1,ES,
Bavarismittia reissi,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Beckidia tethys,Diptera,Chironomidae,FE:SyDip,,,,ITIS,gap,
Beckidia zabolotzkyi,Diptera,Chironomidae,FE,,,,FE,gap,
Benthalia carbonaria ,Diptera,Chironomidae,BOLD:FE:SyDip,21,23,3,ES,
Benthalia dissidens,Diptera,Chironomidae,BOLD,47,55,6,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=105992
Benthalia natchitocheae,Diptera,Chironomidae,FE,,,,FE,gap,
Boreochlus thienemanni,Diptera,Chironomidae,BOLD:FE:SyDip,4,6,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751193
Boreoheptagyia alpicola,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Boreoheptagyia brevitarsis,Diptera,Chironomidae,FE:SyDip,2,2,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=975150
Boreoheptagyia cinctipes,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Boreoheptagyia dasyops,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Boreoheptagyia legeri,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Boreoheptagyia monticola,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Boreoheptagyia rugosa,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Boreosmittia inariensis,Diptera,Chironomidae,BOLD:FE:SyDip,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751159
Boreosmittia karelioborealis,Diptera,Chironomidae,BOLD:FE:SyDip,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751592
Brillia bifida,Diptera,Chironomidae,BOLD:FE,122,127,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56461
Brillia flavifrons,Diptera,Chironomidae,BOLD:FE:SyDip,6,10,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=141613
Brillia longifurca,Diptera,Chironomidae,BOLD:FE:SyDip,12,14,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=387246
Brillia pudorosa,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Bryophaenocladius (Bryophaenocladius) nudisquama,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Bryophaenocladius (Odontocladius) cuneiformis,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Bryophaenocladius (Odontocladius) nigrus,Diptera,Chironomidae,BOLD:FE:SyDip,56,56,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751775
Bryophaenocladius aestivus,Diptera,Chironomidae,BOLD:FE:SyDip,9,9,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=387244
Bryophaenocladius akiensis,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Bryophaenocladius bedumonti,Diptera,Chironomidae,ES,,,,ES,gap,
Bryophaenocladius brincki,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Bryophaenocladius dentatus,Diptera,Chironomidae,BOLD:FE,9,12,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371367
Bryophaenocladius faegrii,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1078232
Bryophaenocladius femineus,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Bryophaenocladius filipes,Diptera,Chironomidae,FE,,,,FE,gap,
Bryophaenocladius flavoscutellatus,Diptera,Chironomidae,BOLD:SyDip,93,93,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=393502
Bryophaenocladius flexidens,Diptera,Chironomidae,BOLD:FE:SyDip,39,40,4,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=257404
Bryophaenocladius furcatus,Diptera,Chironomidae,FE:SyDip,,,,ITIS,gap,
Bryophaenocladius ictericus,Diptera,Chironomidae,BOLD:FE:SyDip,546,549,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=387738
Bryophaenocladius illimbatus,Diptera,Chironomidae,BOLD:FE:SyDip,5,5,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731433
Bryophaenocladius inconstans,Diptera,Chironomidae,BOLD:FE:SyDip,4,9,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=273937
Bryophaenocladius lacunarum,Diptera,Chironomidae,FE,,,,FE,gap,
Bryophaenocladius muscicola,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Bryophaenocladius nidorum,Diptera,Chironomidae,BOLD:FE,4,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731429
Bryophaenocladius nitidicollis,Diptera,Chironomidae,BOLD:FE:SyDip,67,68,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371357
Bryophaenocladius novaesemliae,Diptera,Chironomidae,FE,,,,FE,gap,
Bryophaenocladius pectinatus,Diptera,Chironomidae,BOLD:FE:SyDip,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=393503
Bryophaenocladius propinquus,Diptera,Chironomidae,BOLD:FE:SyDip,16,16,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=781592
Bryophaenocladius psilacrus,Diptera,Chironomidae,BOLD:FE:SyDip,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751170
Bryophaenocladius saanae,Diptera,Chironomidae,BOLD:FE:SyDip,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=753736
Bryophaenocladius scanicus,Diptera,Chironomidae,BOLD:FE:SyDip,11,11,3,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=377920
Bryophaenocladius sclerus,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Bryophaenocladius simus,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Bryophaenocladius subparallelus,Diptera,Chironomidae,BOLD:SyDip,10,10,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=730536
Bryophaenocladius subvernalis,Diptera,Chironomidae,BOLD:FE:SyDip,4,4,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=272758
Bryophaenocladius terrestris,Diptera,Chironomidae,BOLD:FE:SyDip,306,307,0,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1139857
Bryophaenocladius thaleri,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Bryophaenocladius tirolensis,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Bryophaenocladius trigonus,Diptera,Chironomidae,FE:SyDip,,,,FE,gap,
Bryophaenocladius tuberculatus,Diptera,Chironomidae,BOLD:FE:SyDip,4,4,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751586
Bryophaenocladius vernalis,Diptera,Chironomidae,BOLD:FE:SyDip,2,2,0,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1068072
Bryophaenocladius xanthogyne,Diptera,Chironomidae,BOLD:FE:SyDip,13,13,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=731436
Buchonomyia thienemanni,Diptera,Chironomidae,FE:SyDip,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=936515
Camptocladius stercorarius,Diptera,Chironomidae,BOLD:FE:SyDip,379,382,3,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673433
Carbochironomus improvisus,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Cardiocladius capucinus,Diptera,Chironomidae,BOLD:FE:SyDip,8,8,2,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=545737
Cardiocladius freyi,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Cardiocladius fuscus,Diptera,Chironomidae,BOLD:FE:SyDip,4,5,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=728741
Cardiocladius leoni,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Chaetocladius (Chaetocladius) guisseti,Diptera,Chironomidae,ES:SyDip,,,,ES,gap,
Chaetocladius acuminatus,Diptera,Chironomidae,BOLD:FE:SyDip,4,6,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751161
Chaetocladius acuticornis,Diptera,Chironomidae,FE:SyDip,,,,SyDip,gap,
Chaetocladius aedeagolobatus,Diptera,Chironomidae,ES:SyDip,,,,ES,gap,
Chaetocladius algericus,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Chaetocladius binotatus,Diptera,Chironomidae,BOLD:FE:SyDip,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=751194
Chaetocladius britae,Diptera,Chironomidae,FE,,,,,gap,
Chaetocladius callauensis,Diptera,Chironomidae,ES:SyDip,,,,ES,gap,
Chaetocladius castellae,Diptera,Chironomidae,ES:SyDip,,,,ES,gap,
Chaetocladius coppai,Diptera,Chironomidae,ES,,,,ES,gap,
Chaetocladius crassisaetosus,Diptera,Chironomidae,BOLD:FE:SyDip,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=273939
Chaetocladius dentiforceps,Diptera,Chironomidae,BOLD:FE:SyDip,17,17,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=297390https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=939834
Chaetocladius dissipatus,Diptera,Chironomidae,BOLD:FE:SyDip,56,57,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=257389
Chaetocladius elisabethae,Diptera,Chironomidae,BOLD,4,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=808341
Chaetocladius gelidus,Diptera,Chironomidae,FE:SyDip,,,,,gap,
Chaetocladius glacialis,Diptera,Chironomidae,FE:SyDip,,,,FE,gap,
Chaetocladius gracilis,Diptera,Chironomidae,BOLD:FE:SyDip,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=56473
Chaetocladius grandilobus,Diptera,Chironomidae,BOLD:FE:SyDip,5,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=257408
Chaetocladius guardiolei,Diptera,Chironomidae,ES:SyDip,,,,ES,gap,
Chaetocladius holmgreni,Diptera,Chironomidae,BOLD:FE:SyDip,137,140,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=68659
Chaetocladius incertus,Diptera,Chironomidae,BOLD:SyDip,23,23,1,SyDip,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=756043
