species,Order,Family,source,speciemens barcoded,specimens,public BINs,verified by,status,BOLD taxid
Amara skopini,Coleoptera,Carabidae,FE,,,,,gap,
Amara sollicita,Coleoptera,Carabidae,FE,,,,,gap,
Amara spectabilis,Coleoptera,Carabidae,BOLD:FE,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673333 
Amara spreta,Coleoptera,Carabidae,BOLD:FE,25,25,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=480658 
Amara strandi,Coleoptera,Carabidae,BOLD:FE,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=892859 
Amara strenua,Coleoptera,Carabidae,BOLD:FE,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=383466 
Amara subconvexa,Coleoptera,Carabidae,FE,,,,FE,gap,
Amara subplanata,Coleoptera,Carabidae,FE,,,,,gap,
Amara superans,Coleoptera,Carabidae,FE,,,,,gap,
Amara taurica,Coleoptera,Carabidae,FE,,,,,gap,
Amara tibialis,Coleoptera,Carabidae,BOLD:FE:iNat,17,24,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=347333 
Amara torrida,Coleoptera,Carabidae,BOLD:FE,32,33,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=90099 
Amara tricuspidata,Coleoptera,Carabidae,BOLD:FE,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318155 
Amara turcmenica,Coleoptera,Carabidae,FE,,,,,gap,
Amara uhligi,Coleoptera,Carabidae,FE,,,,,gap,
Amara vivesi,Coleoptera,Carabidae,FE,,,,,gap,
Amaroschema gaudini,Coleoptera,Carabidae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=656376 
Amblystogenium minimum,Coleoptera,Carabidae,BOLD,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=894826 
Amblystomus algirinus,Coleoptera,Carabidae,FE,,,,,gap,
Amblystomus cephalotes,Coleoptera,Carabidae,FE,,,,,gap,
Amblystomus escorialensis,Coleoptera,Carabidae,FE,,,,,gap,
Amblystomus mauritanicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Amblystomus metallescens,Coleoptera,Carabidae,FE,,,,FE,gap,
Amblystomus niger,Coleoptera,Carabidae,FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171436 
Amblystomus picinus,Coleoptera,Carabidae,FE,,,,FE,gap,
Amblystomus raymondi,Coleoptera,Carabidae,FE,,,,FE,gap,
Amblystomus rectangulus,Coleoptera,Carabidae,FE,,,,,gap,
Anaulacus ciliatus,Coleoptera,Carabidae,BOLD,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=976137 
Anchomenidius astur,Coleoptera,Carabidae,FE,0,2,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=656391 
Anchomenidius feldmanni,Coleoptera,Carabidae,FE,,,,,gap,
Anchomenus cyaneus,Coleoptera,Carabidae,BOLD:FE,2,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=494820 
Anchomenus dorsalis,Coleoptera,Carabidae,BOLD:FE:iNat,62,65,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=226198 
Anchomenus virescens,Coleoptera,Carabidae,FE,,,,FE,gap,
Anchotrechus punctipennis,Coleoptera,Carabidae,FE,,,,,gap,
Anillidius turcicus,Coleoptera,Carabidae,FE,,,,FE,gap,
Anillus andreinii,Coleoptera,Carabidae,FE,,,,,gap,
Anillus angelae,Coleoptera,Carabidae,FE,,,,,gap,
Anillus bordonii,Coleoptera,Carabidae,FE,,,,,gap,
Anillus caecus,Coleoptera,Carabidae,BOLD:FE,0,4,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=725897 
Anillus cebennicus,Coleoptera,Carabidae,FE,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=912782 
Anillus cirocchii,Coleoptera,Carabidae,FE,,,,,gap,
Anillus convexus,Coleoptera,Carabidae,FE,,,,,gap,
Anillus florentinus,Coleoptera,Carabidae,FE,,,,FE,gap,
Anillus frater,Coleoptera,Carabidae,FE,,,,,gap,
Anillus hypogaeus,Coleoptera,Carabidae,FE,,,,,gap,
Anillus joffrei,Coleoptera,Carabidae,FE,,,,,gap,
Anillus latialis,Coleoptera,Carabidae,FE,,,,,gap,
Anillus latistilus,Coleoptera,Carabidae,FE,,,,,gap,
Anillus marii,Coleoptera,Carabidae,FE,,,,,gap,
Anillus minervae,Coleoptera,Carabidae,FE,,,,,gap,
Anillus pacei,Coleoptera,Carabidae,FE,,,,,gap,
Anillus sulcatellus,Coleoptera,Carabidae,FE,,,,,gap,
Anillus virginiae,Coleoptera,Carabidae,FE,,,,,gap,
Anisodactylus binotatus,Coleoptera,Carabidae,BOLD:FE:iNat,46,53,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171487 
Anisodactylus heros,Coleoptera,Carabidae,FE,,,,,gap,
Anisodactylus hispanus,Coleoptera,Carabidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171488 
Anisodactylus intermedius,Coleoptera,Carabidae,FE,,,,,gap,
Anisodactylus nemorivagus,Coleoptera,Carabidae,BOLD:FE,4,13,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282662 
Anisodactylus poeciloides,Coleoptera,Carabidae,BOLD:FE,15,20,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167839 
Anisodactylus pueli,Coleoptera,Carabidae,FE,,,,,gap,
Anisodactylus signatus,Coleoptera,Carabidae,BOLD:FE:iNat,6,7,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=373911 
Anisodactylus virens,Coleoptera,Carabidae,BOLD:FE,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171486 
Anophthalmus ajdovskanus,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus alphonsi,Coleoptera,Carabidae,BOLD:FE,0,3,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=749494 
Anophthalmus amplus,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus baratellii,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus bernahueri,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus besnicensis,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus bohiniensis,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus bojani,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus bukoveci,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus capillatus,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus daffneri,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus driolii,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus egonis,Coleoptera,Carabidae,BOLD:FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=529265 
Anophthalmus erebus,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus fabbrii,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus fallaciosus,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus glacialis,Coleoptera,Carabidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=749495 
Anophthalmus gobanzi,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus gridellii,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus haraldianus,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus hauckei,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus heteromorphus,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus hirtus,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus hitleri,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus jalzici,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus kahleni,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus kaufmanni,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus kerteczi,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus kofleri,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus leander,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus maderi,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus manhartensis,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus mayeri,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus meggiolaroi,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus micklitzi,Coleoptera,Carabidae,BOLD:FE,0,2,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=749496 
Anophthalmus nivalis,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus paciuchensis,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus pretneri,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus ravasinii,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus sanctaeluciae,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus schatzmayri,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus schaumi,Coleoptera,Carabidae,BOLD:FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=749497 
Anophthalmus schmidti,Coleoptera,Carabidae,BOLD:FE,1,3,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=715217 
Anophthalmus scopolii,Coleoptera,Carabidae,BOLD:FE,2,5,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=749498 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=529259 
Anophthalmus seppenhoferi,Coleoptera,Carabidae,FE,,,,,gap,
Anophthalmus severi,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus spectabilis,Coleoptera,Carabidae,FE,,,,FE,gap,
Anophthalmus tolminensis,Coleoptera,Carabidae,FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=681358 
Anophthalmus winklerianus,Coleoptera,Carabidae,FE,,,,,gap,
Anthracus consputus,Coleoptera,Carabidae,BOLD:FE,23,32,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171519 
Anthracus flavipennis,Coleoptera,Carabidae,FE,,,,FE,gap,
Anthracus fonticola,Coleoptera,Carabidae,FE,,,,,gap,
Anthracus hauseri,Coleoptera,Carabidae,FE,,,,,gap,
Anthracus insignis,Coleoptera,Carabidae,FE,,,,FE,gap,
Anthracus longicornis,Coleoptera,Carabidae,FE,,,,FE,gap,
Anthracus quarnerensis,Coleoptera,Carabidae,FE,,,,FE,gap,
Anthracus transversalis,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphaenopidius kamnikensis,Coleoptera,Carabidae,FE,,,,,gap,
Aphaenopidius treulandi,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphaenops bonneti,Coleoptera,Carabidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=666833 
Aphaenops cabidochei,Coleoptera,Carabidae,BOLD,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=666830 
Aphaenops cerberus,Coleoptera,Carabidae,BOLD,75,75,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=666831 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=913286 
Aphaenops michaeli,Coleoptera,Carabidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=666832 
Aphaenops ochsi,Coleoptera,Carabidae,BOLD,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=670330 
Aphaenops tiresias,Coleoptera,Carabidae,BOLD,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=666834 
Aphaenopsis apfelbecki,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphaenopsis pfeiferi,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphaenotyphlus alegrei,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops abodiensis,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops alberti,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops bessoni,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops bonneti,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops bouilloni,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops bourdeaui,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops bucephalus,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops carrerei,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops catalonicus,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops cerberus,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops chappuisi,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops coiffaitianus,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops crypticola,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops delbreili,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops eskualduna,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops hidalgoi,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops hustachei,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops jauzioni,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops jeanneli,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops laurenti,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops leschenaulti,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops linderi,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops loubensi,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops ludovici,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops mariaerosae,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops mensioni,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops michaeli,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops ochsi,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops orionis,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops parallelus,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops pluto,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops queffeleci,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops rebereti,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops rhadamanthus,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops sioberae,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops tiresias,Coleoptera,Carabidae,FE,,,,FE,gap,
Aphoenops valleti,Coleoptera,Carabidae,FE,,,,,gap,
Aphoenops vandeli,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius alberichae,Coleoptera,Carabidae,FE,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=670245 
Apoduvalius anseriformis,Coleoptera,Carabidae,BOLD:FE,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=670246 
Apoduvalius aphaenopsianus,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius asturiensis,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius champagnati,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius drescoi,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius espanoli,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius franzi,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius lecoqi,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius leonensis,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius naloni,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius negrei,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius purroyi,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius salgadoi,Coleoptera,Carabidae,FE,,,,,gap,
Apoduvalius serrae,Coleoptera,Carabidae,FE,,,,,gap,
Apotomus angusticollis,Coleoptera,Carabidae,FE,,,,,gap,
Apotomus chaudoirii,Coleoptera,Carabidae,FE,,,,,gap,
Apotomus clypeonitens,Coleoptera,Carabidae,FE,,,,,gap,
Apotomus rufithorax,Coleoptera,Carabidae,FE,,,,,gap,
Apotomus rufus,Coleoptera,Carabidae,FE,,,,FE,gap,
Apotomus testaceus,Coleoptera,Carabidae,FE,,,,FE,gap,
Apristus coiffaiti,Coleoptera,Carabidae,FE,,,,,gap,
Apristus europaeus,Coleoptera,Carabidae,FE,,,,FE,gap,
Apristus hololeucus,Coleoptera,Carabidae,FE,,,,,gap,
Apristus reticulatus,Coleoptera,Carabidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133738 
Apristus subaeneus,Coleoptera,Carabidae,FE,,,,,gap,
Aptinus acutangulus,Coleoptera,Carabidae,FE,,,,,gap,
Aptinus alpinus,Coleoptera,Carabidae,FE,,,,,gap,
Aptinus bombarda,Coleoptera,Carabidae,BOLD:FE,4,7,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=496134 
Aptinus cordicollis,Coleoptera,Carabidae,FE,,,,FE,gap,
Aptinus creticus,Coleoptera,Carabidae,FE,,,,,gap,
Aptinus displosor,Coleoptera,Carabidae,FE,,,,,gap,
Aptinus lugubris,Coleoptera,Carabidae,FE,,,,,gap,
Aptinus merditanus,Coleoptera,Carabidae,FE,,,,FE,gap,
Aptinus pyrenaeus,Coleoptera,Carabidae,FE,,,,,gap,
Arctaphaenops angulipennis,Coleoptera,Carabidae,BOLD:FE,1,2,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=749499 
Arctaphaenops gaisbergeri,Coleoptera,Carabidae,BOLD:FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=529252 
Arctaphaenops muellneri,Coleoptera,Carabidae,BOLD:FE,1,1,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=743340 
Asaphidion austriacum,Coleoptera,Carabidae,BOLD:FE,5,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=373912 
Asaphidion caraboides,Coleoptera,Carabidae,BOLD:FE,4,12,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282664 
Asaphidion curtum,Coleoptera,Carabidae,BOLD:FE,12,16,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310305 
Asaphidion cyanicorne,Coleoptera,Carabidae,BOLD:FE,0,2,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772092 
Asaphidion cyprium,Coleoptera,Carabidae,FE,,,,,gap,
Asaphidion fabichi,Coleoptera,Carabidae,FE,,,,,gap,
Asaphidion festivum,Coleoptera,Carabidae,FE,,,,FE,gap,
Asaphidion flavicorne,Coleoptera,Carabidae,FE,,,,FE,gap,
Asaphidion flavipes,Coleoptera,Carabidae,BOLD:FE:iNat,18,22,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=496125 
Asaphidion nebulosum,Coleoptera,Carabidae,FE,,,,FE,gap,
Asaphidion pallipes,Coleoptera,Carabidae,BOLD:FE:iNat,12,22,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282665 
Asaphidion rossii,Coleoptera,Carabidae,FE,1,1,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=519980 
Asaphidion stierlini,Coleoptera,Carabidae,BOLD:FE,0,2,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=398274 
Atranus pubescens,Coleoptera,Carabidae,BOLD,4,8,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=379054 
Atranus ruficollis,Coleoptera,Carabidae,FE,,,,FE,gap,
Badister bucciarellii,Coleoptera,Carabidae,FE,,,,,gap,
Badister bullatus,Coleoptera,Carabidae,BOLD:FE:iNat,40,45,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167868 
Badister collaris,Coleoptera,Carabidae,BOLD:FE,36,41,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318301 
Badister dilatatus,Coleoptera,Carabidae,BOLD:FE,35,39,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318317 
Badister dorsiger,Coleoptera,Carabidae,BOLD:FE,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772060 
Badister lacertosus,Coleoptera,Carabidae,BOLD:FE,13,16,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282666 
Badister meridionalis,Coleoptera,Carabidae,BOLD:FE,8,10,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=496136 
Badister peltatus,Coleoptera,Carabidae,BOLD:FE,13,18,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318210 
Badister sodalis,Coleoptera,Carabidae,BOLD:FE:iNat,26,28,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=317896 
Badister unipustulatus,Coleoptera,Carabidae,BOLD:FE,7,11,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=373913 
Bembidion AV4-pustulatum,Coleoptera,Carabidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=398286 
Bembidion aeneum,Coleoptera,Carabidae,BOLD,5,8,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=236986 
Bembidion argenteolum,Coleoptera,Carabidae,BOLD:iNat,8,15,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330149 
Bembidion articulatum,Coleoptera,Carabidae,BOLD:iNat,50,57,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=317906 
Bembidion ascendens,Coleoptera,Carabidae,BOLD,6,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=573532 
Bembidion aspericolle,Coleoptera,Carabidae,BOLD:iNat,28,29,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371295 
Bembidion assimile,Coleoptera,Carabidae,BOLD,41,53,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=167891 
Bembidion atrocaeruleum,Coleoptera,Carabidae,BOLD,37,42,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310160 
Bembidion azurescens,Coleoptera,Carabidae,BOLD:iNat,9,12,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318323 
Bembidion biguttatum,Coleoptera,Carabidae,BOLD,31,37,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310100 
Bembidion bipunctatum,Coleoptera,Carabidae,BOLD,20,21,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=403090 
Bembidion bipunctatus,Coleoptera,Carabidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=965078 
Bembidion breve,Coleoptera,Carabidae,BOLD:iNat,17,19,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310375 
Bembidion bruxellense,Coleoptera,Carabidae,BOLD,16,20,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=373904 
Bembidion complanatum,Coleoptera,Carabidae,BOLD,18,20,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=399041 
Bembidion conforme,Coleoptera,Carabidae,BOLD:iNat,11,17,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=399040 
Bembidion crassicorne,Coleoptera,Carabidae,FE,,,,,gap,
Bembidion cruciatum,Coleoptera,Carabidae,BOLD,18,25,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=371296 
Bembidion dalmatinum,Coleoptera,Carabidae,BOLD,2,5,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=513878 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1133882 
Bembidion decorum,Coleoptera,Carabidae,BOLD:iNat,38,43,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=310159 
Bembidion deletum,Coleoptera,Carabidae,BOLD:iNat,24,31,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=309382 
Bembidion dentellum,Coleoptera,Carabidae,BOLD:iNat,37,45,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=330146 
Bembidion difficile,Coleoptera,Carabidae,BOLD,6,6,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=460560 
Bembidion distinguendum,Coleoptera,Carabidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772075 
Bembidion doris,Coleoptera,Carabidae,BOLD:iNat,18,25,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=307002 
Bembidion ephippium,Coleoptera,Carabidae,BOLD,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=236987 
Bembidion eques,Coleoptera,Carabidae,BOLD,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=494830 
Bembidion fasciolatum,Coleoptera,Carabidae,BOLD,8,16,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=399019 
Bembidion fellmanni,Coleoptera,Carabidae,BOLD,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=600098 
Bembidion femoratum,Coleoptera,Carabidae,BOLD:iNat,42,54,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=282668 
Bembidion fluviatile,Coleoptera,Carabidae,BOLD,17,22,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=494827 
Bembidion foraminosum,Coleoptera,Carabidae,BOLD,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772082 
Bembidion fulvipes,Coleoptera,Carabidae,BOLD,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=399038 
Bembidion fumigatum,Coleoptera,Carabidae,BOLD,16,18,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=236988 
Bembidion genei,Coleoptera,Carabidae,BOLD:iNat,21,24,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=655799 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=519999 
Bembidion geniculatum,Coleoptera,Carabidae,BOLD,14,22,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=399020 
